#auto.ord	auto.parent.ord	auto.deprel	gold.ord	gold.parent.ord	gold.deprel	parent_match	PreGenNmod
9	10	obl:arg	9	10	obl:arg	correct	
10	12	dep	10	0	root	wrong	
11	12	punct	11	12	punct	correct	
12	6	root	12	10	parataxis	wrong	
13	12	xcomp	13	12	xcomp	correct	
14	15	case	14	15	case	correct	
15	13	obl	15	13	obl	correct	
16	19	det	16	19	det	correct	
17	19	det	17	19	det	correct	
18	19	amod	18	19	amod	correct	
19	13	obj	19	13	obj	correct	
20	24	punct	20	12	punct	wrong	
21	24	cc	21	25	cc	wrong	
22	23	case	22	23	case	correct	
23	25	obl	23	25	obl	correct	
24	12	conj	24	25	cop	wrong	
25	12	conj	25	10	conj	wrong	
26	25	advmod	26	25	advmod	correct	
27	12	punct	27	10	punct	wrong	
1	5	nsubj	1	5	nsubj	correct	
2	1	det	2	1	det	correct	
3	5	advmod	3	5	advmod	correct	
4	5	cop	4	5	cop	correct	
5	0	root	5	0	root	wrong	
6	12	punct	6	12	punct	correct	
7	12	nummod:gov	7	12	nummod	correct	
8	12	amod	8	12	amod	correct	
9	10	punct	9	10	punct	correct	
10	8	conj	10	8	conj	correct	
11	10	expl:pv	11	10	expl:pv	correct	
12	5	appos	12	24	nsubj	wrong	
13	15	punct	13	15	punct	correct	
14	15	nsubj	14	15	nsubj	correct	
15	12	acl:relcl	15	12	acl:relcl	correct	
16	18	case	16	18	case	correct	
17	18	det	17	18	det	correct	
18	15	obl	18	15	obl	correct	
19	20	det	19	20	det	correct	
20	18	nmod	20	18	nmod	correct	
21	24	punct	21	24	punct	correct	
22	24	case	22	24	case	correct	
23	24	det	23	26	det	wrong	
24	18	conj	24	5	appos	wrong	
25	26	amod	25	26	amod	correct	
26	24	nmod	26	24	nmod	correct	
27	29	punct	27	29	punct	correct	
28	29	amod	28	29	amod	correct	
29	12	appos	29	12	appos	correct	
30	32	cc	30	32	cc	correct	
31	32	amod	31	32	amod	correct	
32	29	conj	32	29	conj	correct	
33	5	punct	33	5	punct	correct	
1	3	mark	1	3	mark	correct	
2	3	obl	2	3	obl	correct	
3	0	root	3	35	advcl	wrong	
4	3	nsubj	4	3	nsubj	correct	
5	3	advmod	5	3	advmod	correct	
6	7	cc	6	7	cc	correct	
7	5	conj	7	4	conj	wrong	
8	9	det	8	9	det	correct	
9	3	obj	9	3	obj	correct	
10	11	case	10	11	case	correct	
11	3	obl	11	3	obl	correct	
12	14	case	12	14	case	correct	
13	14	amod	13	14	amod	correct	
14	3	obl	14	3	obl	correct	
15	17	punct	15	17	punct	correct	
16	17	cc	16	17	cc	correct	
17	3	conj	17	3	conj	correct	
18	19	case	18	19	case	correct	
19	17	obl	19	17	obl	correct	
20	17	obj	20	17	obj	correct	
21	22	det	21	22	det	correct	
22	20	nmod	22	20	nmod	correct	
23	24	cc	23	24	cc	correct	
24	17	conj	24	3	conj	wrong	
25	26	case	25	26	case	correct	
26	24	obl	26	24	obl	correct	
27	24	obj	27	24	obj	correct	
28	30	case	28	30	case	correct	
29	30	det	29	30	det	correct	
30	27	nmod	30	27	nmod	correct	
31	35	punct	31	35	punct	correct	
32	35	nsubj	32	35	nsubj	correct	
33	32	amod	33	32	amod	correct	
34	35	advmod	34	35	advmod	correct	
35	3	conj	35	0	root	wrong	
36	41	case	36	41	case	correct	
37	41	amod	37	41	amod	correct	
38	40	punct	38	40	punct	correct	
39	40	advmod:emph	39	40	advmod:emph	correct	
40	37	conj	40	37	conj	correct	
41	35	obl	41	35	obl	correct	
42	48	punct	42	48	punct	correct	
43	48	case	43	48	case	correct	
44	48	amod	44	48	amod	correct	
45	47	punct	45	47	punct	correct	
46	47	advmod:emph	46	47	advmod:emph	correct	
47	44	conj	47	44	conj	correct	
48	41	conj	48	41	conj	correct	
49	55	punct	49	55	punct	correct	
50	55	case	50	55	case	correct	
51	55	amod	51	55	amod	correct	
52	54	punct	52	54	punct	correct	
53	54	advmod	53	54	advmod	correct	
54	51	conj	54	51	conj	correct	
55	41	conj	55	41	conj	correct	
56	61	punct	56	55	punct	wrong	
57	61	punct	57	63	punct	wrong	
58	60	case	58	60	case	correct	
59	60	nmod	59	60	amod	correct	
60	61	obl	60	63	obl	wrong	
61	55	acl:relcl	61	63	cop	wrong	
62	63	amod	62	63	amod	correct	
63	61	nsubj	63	55	acl:relcl	wrong	
64	61	punct	64	63	punct	wrong	
65	67	punct	65	67	punct	correct	
66	67	case	66	67	case	correct	
67	41	conj	67	41	conj	correct	
68	71	amod	68	71	amod	correct	
69	70	cc	69	70	cc	correct	
70	68	conj	70	68	conj	correct	
71	67	nmod	71	67	nmod	correct	
72	75	punct	72	75	punct	correct	
73	74	case	73	74	case	correct	
74	76	obl	74	76	obl	correct	
75	71	acl:relcl	75	71	acl:relcl	correct	
76	75	xcomp	76	75	xcomp	correct	
77	78	amod	77	78	amod	correct	
78	76	obj	78	76	obj	correct	
79	82	punct	79	82	punct	correct	
80	82	cc	80	82	cc	correct	
81	82	obl	81	82	advmod	correct	
82	35	conj	82	35	conj	correct	
83	82	advmod	83	82	advmod	correct	
84	85	amod	84	85	amod	correct	
85	82	nsubj	85	82	nsubj	correct	
86	88	punct	86	88	punct	correct	
87	88	cc	87	88	cc	correct	
88	35	conj	88	82	conj	wrong	
89	91	case	89	91	case	correct	
90	91	amod	90	91	amod	correct	
91	88	obl	91	88	obl	correct	
92	93	cc	92	93	cc	correct	
93	82	conj	93	88	conj	wrong	
94	97	mark	94	97	mark	correct	
95	97	amod	95	97	amod	correct	
96	97	det	96	97	det	correct	
97	93	obj	97	93	obj	correct	
98	100	cc	98	100	cc	correct	
99	100	amod	99	100	amod	correct	
100	97	conj	100	97	conj	correct	
101	103	punct	101	103	punct	correct	
102	103	amod	102	103	amod	correct	
103	97	conj	103	100	conj	wrong	
104	3	punct	104	35	punct	wrong	
105	3	punct	105	35	punct	wrong	
106	3	punct	106	35	punct	wrong	
1	6	advmod	1	6	advmod	correct	
2	3	case	2	3	case	correct	
3	6	obl	3	6	obl	correct	
4	6	advmod	4	3	det	wrong	
5	6	advmod	5	6	advmod	correct	
6	0	root	6	0	root	wrong	
7	6	nsubj	7	6	nsubj	correct	
8	7	nmod	8	7	nmod	correct	
9	14	punct	9	14	punct	correct	
10	14	cc	10	14	cc	correct	
11	14	advmod	11	14	advmod	correct	
12	14	nsubj	12	13	nummod:gov	wrong	
13	12	nmod	13	14	obl	wrong	
14	6	conj	14	6	conj	correct	
15	16	punct	15	16	punct	correct	
16	14	conj	16	14	conj	correct	
17	18	punct	17	18	punct	correct	
18	14	conj	18	14	conj	correct	
19	21	det	19	21	det	correct	
20	21	amod	20	21	amod	correct	
21	18	obj	21	14	nsubj	wrong	
22	6	punct	22	6	punct	correct	
23	6	punct	23	6	punct	correct	
24	6	punct	24	6	punct	correct	
1	3	cc	1	3	cc	correct	
2	3	cc	2	3	cc	correct	
3	0	root	3	0	root	wrong	
4	5	case	4	5	case	correct	
5	3	obl	5	3	obl	correct	
6	8	punct	6	8	punct	correct	
7	8	case	7	8	case	correct	
8	5	conj	8	5	conj	correct	
9	10	case	9	10	case	correct	
10	8	nmod	10	3	obl	wrong	
11	10	det	11	10	det	correct	
12	3	punct	12	3	punct	correct	
13	3	punct	13	3	punct	correct	
14	3	punct	14	3	punct	correct	
1	2	cc	1	2	cc	correct	
2	0	root	2	0	root	wrong	
3	5	case	3	5	case	correct	
4	5	det	4	5	det	correct	
5	2	obl	5	2	obl	correct	
6	7	case	6	7	case	correct	
7	5	nmod	7	2	obl	wrong	
8	9	case	8	9	case	correct	
9	5	nmod	9	2	obl	wrong	
10	12	punct	10	12	punct	correct	
11	12	case	11	12	case	correct	
12	2	conj	12	2	obl	correct	
13	14	case	13	14	case	correct	
14	12	orphan	14	2	obl	wrong	
15	16	case	15	16	case	correct	
16	12	orphan	16	2	obl	wrong	
17	16	nummod	17	16	nummod	correct	
18	22	punct	18	22	punct	correct	
19	22	advmod:emph	19	22	advmod:emph	correct	
20	22	cc	20	22	cc	correct	
21	22	det	21	22	det	correct	
22	16	conj	22	16	conj	correct	
23	2	punct	23	2	punct	correct	
24	2	punct	24	2	punct	correct	
25	2	punct	25	2	punct	correct	
1	5	cc	1	5	cc	correct	
2	5	nsubj	2	5	nsubj	correct	
3	5	cop	3	5	cop	correct	
4	5	advmod	4	5	advmod	correct	
5	0	root	5	0	root	wrong	
6	5	amod	6	5	amod	correct	
7	5	punct	7	5	punct	correct	
8	5	punct	8	5	punct	correct	
9	5	punct	9	5	punct	correct	
1	0	root	1	7	advmod	wrong	
2	3	case	2	3	case	correct	
3	7	obl	3	7	obl	correct	
4	5	amod	4	5	amod	correct	
5	7	nsubj	5	7	nsubj	correct	
6	5	nmod	6	5	nmod	correct	
7	1	dep	7	0	root	wrong	
8	10	punct	8	24	punct	wrong	
9	10	cc	9	24	mark	wrong	
10	7	dep	10	24	nsubj	wrong	
11	13	punct	11	13	punct	correct	
12	13	amod	12	13	amod	correct	
13	10	conj	13	10	appos	correct	
14	10	conj	14	10	acl	correct	
15	17	case	15	17	case	correct	
16	17	amod	16	17	amod	correct	
17	14	obl	17	14	obl	correct	
18	19	punct	18	19	punct	correct	
19	10	conj	19	24	obj	wrong	
20	19	amod	20	19	amod	correct	
21	22	punct	21	22	punct	correct	
22	20	conj	22	20	conj	correct	
23	24	punct	23	24	punct	correct	
24	10	conj	24	7	conj	wrong	
25	26	case	25	26	case	correct	
26	27	obl	26	24	obl	wrong	
27	24	obj	27	19	obj	wrong	
28	33	cc	28	33	cc	correct	
29	31	case	29	31	case	correct	
30	31	amod	30	31	amod	correct	
31	33	obl	31	33	obl	correct	
32	33	advmod	32	33	advmod	correct	
33	7	conj	33	24	conj	wrong	
34	35	amod	34	35	amod	correct	
35	33	obj	35	33	obj	correct	
36	38	case	36	38	case	correct	
37	38	amod	37	38	amod	correct	
38	35	nmod	38	35	nmod	correct	
39	1	punct	39	7	punct	wrong	
1	2	amod	1	2	amod	correct	
2	7	nsubj	2	7	nsubj	correct	
3	7	obl:arg	3	7	obl	correct	
4	6	case	4	6	case	correct	
5	6	amod	5	6	amod	correct	
6	7	obl	6	7	obl	correct	
7	0	root	7	0	root	wrong	
8	7	obj	8	7	obj	correct	
9	10	case	9	10	case	correct	
10	7	obl	10	7	obl	correct	
11	16	punct	11	16	punct	correct	
12	16	mark	12	16	mark	correct	
13	16	expl:pv	13	16	expl:pv	correct	
14	15	case	14	15	case	correct	
15	16	obl	15	16	obl	correct	
16	7	advcl	16	7	advcl	correct	
17	7	punct	17	7	punct	correct	
1	2	amod	1	2	amod	correct	
2	5	obl:arg	2	3	nmod	wrong	1
3	5	nsubj	3	5	nsubj	correct	
4	3	amod	4	3	amod	correct	
5	0	root	5	0	root	wrong	
6	7	case	6	7	case	correct	
7	5	obl	7	5	obl	correct	
8	7	amod	8	7	amod	correct	
9	10	punct	9	10	punct	correct	
10	5	conj	10	5	conj	correct	
11	10	orphan	11	10	nsubj	correct	
12	14	cc	12	14	cc	correct	
13	14	amod	13	14	amod	correct	
14	11	conj	14	11	conj	correct	
15	10	punct	15	10	punct	correct	
16	10	orphan	16	17	nsubj	wrong	
17	10	orphan	17	10	conj	correct	
18	19	advmod	18	19	advmod	correct	
19	17	amod	19	17	amod	correct	
20	24	punct	20	24	punct	correct	
21	24	advmod	21	24	advmod	correct	
22	23	advmod:emph	22	24	advmod:emph	wrong	
23	24	nsubj	23	24	nsubj	correct	
24	17	acl:relcl	24	17	advcl	correct	
25	5	punct	25	28	punct	wrong	
26	27	case	26	27	case	correct	
27	28	obl	27	28	obl	correct	
28	5	root	28	5	parataxis	correct	
29	30	punct	29	28	punct	wrong	
30	28	conj	30	28	nsubj	correct	
31	30	nmod	31	30	nmod	correct	
32	30	orphan	32	30	amod	correct	
33	39	punct	33	39	punct	correct	
34	35	case	34	35	case	correct	
35	39	obl	35	39	obl	correct	
36	39	nsubj	36	39	nsubj	correct	
37	39	expl:pv	37	39	expl:pv	correct	
38	36	xcomp	38	36	amod	correct	
39	28	conj	39	28	conj	correct	
40	43	cc	40	43	cc	correct	
41	42	case	41	42	case	correct	
42	43	obl	42	43	obl	correct	
43	28	conj	43	39	conj	wrong	
44	43	obj	44	43	nsubj	correct	
45	44	nmod	45	43	nmod	wrong	
46	44	amod	46	45	amod	wrong	
47	28	punct	47	5	punct	wrong	
1	4	mark	1	4	mark	correct	
2	4	amod	2	4	amod	correct	
3	4	amod	3	4	amod	correct	
4	15	advcl	4	15	advcl	correct	
5	6	punct	5	6	punct	correct	
6	4	nmod	6	15	obl	wrong	
7	6	nmod	7	6	nmod	correct	
8	6	amod	8	6	amod	correct	
9	6	punct	9	11	punct	wrong	
10	11	amod	10	11	amod	correct	
11	15	obl	11	15	obl	correct	
12	14	det	12	14	det	correct	
13	14	det	13	14	det	correct	
14	15	obj	14	15	obj	correct	
15	0	root	15	0	root	wrong	
16	17	case	16	17	case	correct	
17	15	obl	17	15	obl	correct	
18	23	punct	18	23	punct	correct	
19	20	amod	19	20	amod	correct	
20	23	obl:arg	20	22	nmod	wrong	1
21	22	amod	21	22	amod	correct	
22	23	obj	22	23	obj	correct	
23	15	conj	23	15	parataxis	correct	
24	23	aux	24	23	aux	correct	
25	26	mark	25	26	mark	correct	
26	23	dep	26	23	advcl	correct	
27	26	det	27	26	det	correct	
28	15	punct	28	23	punct	wrong	
29	15	root	29	39	nsubj	wrong	
30	29	nmod	30	29	nmod	correct	
31	29	amod	31	29	amod	correct	
32	33	punct	32	34	punct	wrong	
33	29	conj	33	34	nmod	wrong	1
34	33	orphan	34	29	conj	wrong	
35	36	cc	35	37	cc	wrong	
36	34	conj	36	37	nmod	wrong	1
37	36	nmod	37	29	conj	wrong	
38	39	punct	38	39	punct	correct	
39	29	conj	39	15	parataxis	wrong	
40	39	obj	40	39	obj	correct	
41	42	det	41	42	det	correct	
42	39	obl	42	39	obl	correct	
43	45	case	43	46	case	wrong	
44	45	amod	44	46	amod	wrong	
45	39	obl	45	46	nmod	wrong	1
46	39	nsubj	46	39	obl	correct	
47	29	punct	47	15	punct	wrong	
1	7	advmod	1	7	advmod	correct	
2	3	case	2	3	case	correct	
3	7	obl	3	7	obl	correct	
4	5	amod	4	3	amod	wrong	
5	7	nsubj	5	7	nsubj	correct	
6	5	det	6	5	det	correct	
7	0	root	7	0	root	wrong	
8	14	punct	8	14	punct	correct	
9	14	advmod	9	14	advmod	correct	
10	14	nsubj	10	14	nsubj	correct	
11	10	amod	11	10	amod	correct	
12	13	amod	12	13	amod	correct	
13	14	obj	13	14	obj	correct	
14	7	advcl	14	7	advcl	correct	
15	7	punct	15	19	punct	wrong	
16	19	nsubj	16	19	nsubj	correct	
17	19	advmod	17	19	advmod	correct	
18	19	obl	18	19	obl:arg	correct	
19	7	root	19	7	parataxis	correct	
20	31	punct	20	19	punct	wrong	
21	22	case	21	22	case	correct	
22	31	obl	22	31	obl	correct	
23	24	case	23	24	case	correct	
24	22	nmod	24	22	nmod	correct	
25	31	expl:pv	25	31	expl:pv	correct	
26	29	amod	26	29	amod	correct	
27	28	punct	27	28	punct	correct	
28	26	conj	28	26	conj	correct	
29	31	nsubj	29	31	nsubj	correct	
30	31	conj	30	29	det	wrong	
31	19	conj	31	19	conj	correct	
32	19	punct	32	7	punct	wrong	
1	2	amod	1	2	amod	correct	
2	5	nsubj	2	5	nsubj	correct	
3	5	advmod	3	5	advmod	correct	
4	5	expl:pv	4	5	expl:pv	correct	
5	0	root	5	0	root	wrong	
6	8	case	6	8	case	correct	
7	8	amod	7	8	amod	correct	
8	5	obl	8	9	nmod	wrong	
9	8	nmod	9	5	obl	wrong	
10	15	punct	10	15	punct	correct	
11	13	case	11	13	case	correct	
12	13	amod	12	13	amod	correct	
13	15	obl	13	15	obl	correct	
14	15	xcomp	14	17	dep	wrong	
15	5	conj	15	5	conj	correct	
16	15	expl:pv	16	15	expl:pv	correct	
17	15	nsubj	17	15	nsubj	correct	
18	19	punct	18	19	punct	correct	
19	17	appos	19	17	nmod	correct	
20	5	punct	20	5	punct	correct	
1	2	amod	1	2	amod	correct	
2	0	root	2	0	root	wrong	
3	2	punct	3	2	punct	correct	
1	3	nsubj	1	3	nsubj	correct	
2	3	advmod	2	3	advmod	correct	
3	0	root	3	0	root	wrong	
4	3	nsubj	4	10	nsubj	wrong	
5	6	case	5	6	case	correct	
6	3	obl	6	10	obl	wrong	
7	8	case	7	8	case	correct	
8	10	obl	8	10	obl	correct	
9	10	expl:pv	9	10	expl:pv	correct	
10	3	conj	10	3	parataxis	correct	
11	3	punct	11	3	punct	correct	
1	7	nsubj	1	7	nsubj	correct	
2	3	case	2	3	case	correct	
3	1	nmod	3	1	nmod	correct	
4	7	advmod	4	7	advmod	correct	
5	6	case	5	6	case	correct	
6	7	obl	6	7	obl	correct	
7	0	root	7	0	root	wrong	
8	7	punct	8	7	punct	correct	
1	5	nsubj	1	5	nsubj	correct	
2	3	case	2	4	case	wrong	
3	5	obl	3	2	fixed	wrong	
4	3	nmod	4	5	obl	wrong	
5	0	root	5	0	root	wrong	
6	10	punct	6	11	punct	correct	
7	10	xcomp	7	11	xcomp	correct	
8	10	advmod	8	9	case	wrong	
9	10	nsubj	10	11	nsubj	correct	
10	5	conj	11	5	parataxis	correct	
11	5	punct	12	5	punct	correct	
			9	11	obl:arg		
1	0	root	1	0	root	wrong	
2	1	advmod	2	1	advmod	correct	
3	7	cc	3	7	cc	correct	
4	5	advmod:emph	4	7	advmod:emph	wrong	
5	7	advmod	5	7	advmod	correct	
6	7	advmod	6	7	advmod	correct	
7	1	conj	7	1	conj	correct	
8	7	punct	8	12	punct	wrong	
9	10	punct	9	12	punct	wrong	
10	7	dep	10	12	vocative	wrong	
11	12	punct	11	12	punct	correct	
12	7	conj	12	7	ccomp	correct	
13	1	punct	13	1	punct	correct	
1	3	nsubj	1	3	nsubj	correct	
2	3	advmod	2	3	advmod	correct	
3	0	root	3	10	csubj	wrong	
4	10	punct	4	3	punct	wrong	
5	6	amod	5	6	amod	correct	
6	10	obj	6	10	obj	correct	
7	9	case	7	9	case	correct	
8	9	det	8	9	det	correct	
9	6	nmod	9	6	nmod	correct	
10	3	conj	10	0	root	wrong	
11	12	punct	11	16	punct	wrong	
12	10	conj	12	15	dep	wrong	
13	16	punct	13	14	punct	wrong	
14	15	amod	14	12	conj	wrong	
15	16	obj	15	16	amod	correct	
16	3	conj	16	10	parataxis	wrong	
17	3	punct	17	10	punct	wrong	
1	6	cc	1	6	cc	correct	
2	3	advmod	2	3	advmod	correct	
3	6	parataxis	3	6	parataxis	correct	
4	3	punct	4	3	punct	correct	
5	6	advmod	5	6	advmod	correct	
6	0	root	6	0	root	wrong	
7	17	punct	7	17	punct	correct	
8	12	mark	8	12	mark	correct	
9	12	mark	9	12	advmod	correct	
10	12	obj	10	12	obj	correct	
11	12	advmod:emph	11	12	advmod:emph	correct	
12	17	advcl	12	17	advcl	correct	
13	12	punct	13	12	punct	correct	
14	17	advmod	14	17	advmod	correct	
15	17	advmod	15	17	advmod	correct	
16	17	obl:arg	16	17	obl:arg	correct	
17	6	conj	17	6	conj	correct	
18	6	punct	18	6	punct	correct	
1	0	root	1	25	obj	wrong	
2	1	cc	2	25	advmod:emph	wrong	
3	9	punct	3	9	punct	correct	
4	9	nsubj	4	9	nsubj	correct	
5	6	case	5	6	case	correct	
6	9	obl	6	9	obl	correct	
7	6	det	7	6	det	correct	
8	6	amod	8	6	amod	correct	
9	1	acl:relcl	9	1	acl:relcl	correct	
10	9	aux	10	9	aux	correct	
11	9	punct	11	9	punct	correct	
12	16	cc	12	16	cc	correct	
13	14	case	13	14	case	correct	
14	16	obl	14	16	obl	correct	
15	14	amod	15	14	amod	correct	
16	9	conj	16	9	conj	correct	
17	21	punct	17	21	punct	correct	
18	19	case	18	23	case	wrong	
19	21	obl	19	23	det	wrong	
20	21	nsubj	20	21	nsubj	correct	
21	16	conj	21	14	acl:relcl	wrong	
22	21	expl:pv	22	21	expl:pv	correct	
23	21	obl	23	21	obl	correct	
24	25	punct	24	25	punct	correct	
25	16	conj	25	0	root	wrong	
26	25	dep	26	25	nsubj	correct	
27	26	det	27	26	det	correct	
28	29	cc	28	29	cc	correct	
29	26	conj	29	26	conj	correct	
30	1	punct	30	25	punct	wrong	
1	2	amod	1	2	amod	correct	
2	6	obl	2	6	obl	correct	
3	4	case	3	4	case	correct	
4	2	nmod	4	6	obl	wrong	
5	6	advmod:emph	5	6	advmod:emph	correct	
6	0	root	6	0	root	wrong	
7	10	det	7	10	det	correct	
8	10	amod	8	10	amod	correct	
9	10	amod	9	10	amod	correct	
10	6	nsubj	10	6	nsubj	correct	
11	13	punct	11	13	punct	correct	
12	13	amod	12	13	amod	correct	
13	10	appos	13	10	appos	correct	
14	16	punct	14	16	punct	correct	
15	16	amod	15	16	amod	correct	
16	13	conj	16	13	parataxis	correct	
17	6	punct	17	6	punct	correct	
18	6	punct	18	6	punct	correct	
19	6	punct	19	6	punct	correct	
1	0	root	1	8	punct	wrong	
2	1	punct	2	1	punct	correct	
3	4	amod	3	4	amod	correct	
4	1	root	4	8	orphan	wrong	
5	8	punct	5	4	punct	wrong	
6	8	nsubj	6	8	nsubj	correct	
7	8	expl:pv	7	8	expl:pv	correct	
8	4	conj	8	0	root	wrong	
9	10	case	9	10	case	correct	
10	8	obl	10	15	obl	wrong	
11	15	punct	11	13	punct	wrong	
12	13	case	12	13	case	correct	
13	15	obl	13	15	obl	correct	
14	15	nsubj	14	15	nsubj	correct	
15	8	conj	15	8	conj	correct	
16	17	case	16	17	case	correct	
17	15	obl	17	15	obl	correct	
18	19	case	18	19	case	correct	
19	15	obl	19	17	nmod	wrong	
20	4	punct	20	17	punct	wrong	
21	26	punct	21	26	punct	correct	
22	26	punct	22	26	punct	correct	
23	26	advmod	23	26	advmod	correct	
24	26	nsubj	24	26	nsubj	correct	
25	26	expl:pv	25	26	expl:pv	correct	
26	1	root	26	8	parataxis	wrong	
27	32	punct	27	32	punct	correct	
28	29	amod	28	29	amod	correct	
29	32	nsubj	29	32	nsubj	correct	
30	31	amod	30	31	amod	correct	
31	32	obj	31	32	obj	correct	
32	26	conj	32	26	conj	correct	
33	36	punct	33	36	punct	correct	
34	36	cc	34	36	cc	correct	
35	36	nsubj	35	36	nsubj	correct	
36	26	conj	36	26	conj	correct	
37	42	punct	37	42	punct	correct	
38	42	advmod	38	42	advmod	correct	
39	42	expl:pv	39	42	expl:pv	correct	
40	41	case	40	41	case	correct	
41	42	obl	41	42	obl	correct	
42	36	advcl	42	35	acl:relcl	wrong	
43	26	punct	43	26	punct	correct	
1	7	punct	1	7	punct	correct	
2	7	advmod	2	7	advmod	correct	
3	4	cc	3	4	cc	correct	
4	2	conj	4	2	conj	correct	
5	7	nsubj:pass	5	7	nsubj:pass	correct	
6	7	expl:pass	6	7	expl:pass	correct	
7	0	root	7	0	root	wrong	
8	10	punct	8	10	punct	correct	
9	10	nsubj	9	10	nsubj	correct	
10	7	conj	10	7	conj	correct	
11	16	punct	11	16	punct	correct	
12	16	nsubj	12	16	nsubj	correct	
13	16	expl:pv	13	16	expl:pv	correct	
14	15	case	14	15	case	correct	
15	16	obl	15	16	obl	correct	
16	7	conj	16	7	conj	correct	
17	7	punct	17	23	punct	wrong	
18	19	case	18	19	case	correct	
19	23	obl	19	23	obl	correct	
20	23	obj	20	23	obj	correct	
21	23	obl:arg	21	22	nmod	wrong	1
22	23	nsubj	22	23	nsubj	correct	
23	7	root	23	16	parataxis	wrong	
24	23	punct	24	23	punct	correct	
1	5	nsubj	1	5	nsubj	correct	
2	5	advmod	2	5	advmod	correct	
3	4	amod	3	4	amod	correct	
4	5	obj	4	5	obj	correct	
5	0	root	5	0	root	wrong	
6	12	punct	6	12	punct	correct	
7	12	advmod	7	12	advmod	correct	
8	12	nsubj:pass	8	12	nsubj	correct	
9	10	case	9	10	case	correct	
10	8	amod	10	12	obl	wrong	
11	12	expl:pass	11	12	expl:pass	correct	
12	5	conj	12	5	conj	correct	
13	15	case	13	15	case	correct	
14	15	amod	14	15	amod	correct	
15	5	root	15	12	obl	wrong	
16	28	punct	16	15	punct	wrong	
17	28	cc	17	20	cc	wrong	
18	20	obj	18	20	mark	correct	
19	20	nsubj	19	20	nsubj	correct	
20	28	advcl	20	28	advcl	correct	
21	20	punct	21	20	punct	correct	
22	28	nsubj	22	28	nsubj	correct	
23	25	case	23	25	case	correct	
24	25	amod	24	25	amod	correct	
25	28	obl	25	28	obl	correct	
26	27	cc	26	27	cc	correct	
27	25	conj	27	25	conj	correct	
28	15	conj	28	5	conj	wrong	
29	35	punct	29	35	punct	correct	
30	31	amod	30	31	amod	correct	
31	35	nsubj	31	35	nsubj	correct	
32	34	case	32	34	case	correct	
33	34	amod	33	34	amod	correct	
34	35	obl	34	35	obl	correct	
35	28	conj	35	28	conj	correct	
36	15	punct	36	28	punct	wrong	
1	2	case	1	2	case	correct	
2	3	obl	2	3	obl	correct	
3	0	root	3	0	root	wrong	
4	5	amod	4	5	amod	correct	
5	3	nsubj	5	3	nsubj	correct	
6	13	cc	6	13	cc	correct	
7	8	advmod	7	8	advmod	correct	
8	9	amod	8	9	amod	correct	
9	13	nsubj	9	13	nsubj	correct	
10	12	case	10	12	case	correct	
11	12	amod	11	12	amod	correct	
12	13	obl	12	13	obl	correct	
13	3	conj	13	3	conj	correct	
14	13	obl	14	13	obl	correct	
15	16	case	15	16	case	correct	
16	13	obl	16	13	obl	correct	
17	16	nmod	17	16	nmod	correct	
18	19	det	18	19	det	correct	
19	13	obj	19	13	obj	correct	
20	3	punct	20	3	punct	correct	
1	0	root	1	0	root	wrong	
2	1	obl	2	1	nsubj	correct	
3	1	xcomp	3	2	amod	wrong	
4	3	obl	4	3	obl:arg	correct	
5	4	nmod	5	4	nmod	correct	
6	7	punct	6	7	punct	correct	
7	1	conj	7	1	conj	correct	
8	9	advmod	8	7	advmod	wrong	
9	7	advmod	9	7	advmod	correct	
10	1	punct	10	1	punct	correct	
11	1	punct	11	1	punct	correct	
12	1	punct	12	1	punct	correct	
1	12	cc	1	12	advmod:emph	correct	
2	3	case	2	3	case	correct	
3	12	obl	3	12	obl	correct	
4	8	case	4	8	case	correct	
5	8	amod	5	8	amod	correct	
6	7	punct	6	7	punct	correct	
7	5	conj	7	5	conj	correct	
8	12	obl	8	12	obl	correct	
9	12	xcomp	9	12	advcl	correct	
10	11	cc	10	11	cc	correct	
11	9	conj	11	9	conj	correct	
12	0	root	12	0	root	wrong	
13	12	nsubj	13	12	nsubj	correct	
14	13	nmod	14	13	nmod	correct	
15	12	punct	15	12	punct	correct	
1	0	conj	1	0	root	wrong	
2	3	amod	2	3	amod	correct	
3	1	nsubj	3	1	nsubj	correct	
4	6	case	4	6	case	correct	
5	6	amod	5	6	amod	correct	
6	3	nmod	6	3	nmod	correct	
7	19	punct	7	19	punct	correct	
8	19	nsubj	8	19	nsubj	correct	
9	11	case	9	11	case	correct	
10	11	amod	10	11	amod	correct	
11	19	obl	11	19	obl	correct	
12	11	nmod	12	11	nmod	correct	
13	15	det	13	12	det	wrong	
14	15	amod	14	15	amod	correct	
15	19	obj	15	19	obj	correct	
16	15	nmod	16	15	nmod	correct	
17	18	amod	17	18	amod	correct	
18	19	obl	18	19	obl	correct	
19	3	acl	19	1	conj	wrong	
20	24	punct	20	21	punct	wrong	
21	24	cc	21	30	cc	wrong	
22	24	obl	22	24	obl	correct	
23	22	nmod	23	22	nmod	correct	
24	19	conj	24	30	advcl	wrong	
25	28	punct	25	30	punct	wrong	
26	28	cc	26	30	advmod:emph	wrong	
27	28	amod	27	28	amod	correct	
28	24	conj	28	30	nmod	wrong	1
29	30	advmod:emph	29	30	nmod	correct	
